timestamp,experiment_name,experiment_id,run_id,execution_time,model_path
2024-08-11 17:00:41,fashion_mnist_experiment,737694674622074143,c09a656b6f624a72b6897ad6dcb7c122,139.99828600883484,mlruns/737694674622074143/c09a656b6f624a72b6897ad6dcb7c122/model_artifact/model.pth
